UTC,Latitude,Longitude,Heading angle,Ship speed,Wind direction,Wind speed
2024-03-27 9:01,35.39234667,129.5736283,249.95,13.184,14.3,8.5
2024-03-27 9:02,35.39116167,129.5693883,249.75,13.2435,12.4,8.5
2024-03-27 9:03,35.38998333,129.5651417,249.85,13.226,17.8,9.2
2024-03-27 9:04,35.38881167,129.5609133,249.9,13.1635,20.2,9.7
2024-03-27 9:05,35.387975,129.55656,256.7,13.178,14.95,9.9
2024-03-27 9:06,35.38737667,129.5521467,259.9,13.204,14.25,9.6
2024-03-27 9:07,35.38644167,129.5477867,254.65,13.2665,20.1,9.3
2024-03-27 9:08,35.38548333,129.54343,254.6,13.3245,16.7,9
2024-03-27 9:09,35.384495,129.5390267,254.65,13.4505,17.1,9.7
2024-03-27 9:10,35.38351333,129.534645,254.5,13.423,14.2,9.7
2024-03-27 9:11,35.382525,129.530245,254.9,13.4355,13.45,9.2
2024-03-27 9:12,35.381525,129.525855,254.55,13.4825,14.7,9.7
2024-03-27 9:13,35.38055,129.5215033,255,13.2755,16.4,10.45
2024-03-27 9:14,35.37957333,129.517205,255.2,13.169,16.7,10.5
2024-03-27 9:15,35.37859833,129.5128867,255.1,13.1785,18.75,11
2024-03-27 9:16,35.37761667,129.5085467,255,13.265,18.5,10.4
2024-03-27 9:17,35.37664667,129.5042383,255.2,13.1875,22.4,11
2024-03-27 9:18,35.37566667,129.4999667,254.85,13.0895,19,10.7
2024-03-27 9:19,35.374685,129.4956967,254.7,13.041,18.15,10.2
2024-03-27 9:20,35.37373667,129.49142,255.45,13.049,17.2,10.7
2024-03-27 9:21,35.37276333,129.4871217,254.9,13.1505,16,10.5
2024-03-27 9:22,35.37176833,129.4828267,254.7,13.174,16.6,10.6
2024-03-27 9:23,35.37078167,129.4785117,255.05,13.2085,17.25,10.8
2024-03-27 9:24,35.37016333,129.4741517,257.6,13.1595,15.75,10.4
2024-03-27 9:25,35.37016333,129.4741517,257.6,13.1595,15.75,10.4
2024-03-27 9:26,35.37416833,129.4669383,308.35,13.1295,6.1,10.7
2024-03-27 9:27,35.37641833,129.4632733,308.55,13.257,7.15,10.7
2024-03-27 9:28,35.378745,129.45973,309.65,13.3695,4.2,10.7
2024-03-27 9:29,35.38102833,129.4562017,309.2,13.438,4.9,10.7
