UTC,Latitude,Longitude,Heading angle,Ship speed,Wind direction,Wind speed
2023-12-20 9:30,35.45749833,129.358665,295.8,0.408,59.25,3.1
2023-12-20 9:31,35.45740333,129.3584167,295.1,0.8365,67.1,3.3
2023-12-20 9:32,35.45725167,129.3582883,295.2,0.6695,82.85,4
2023-12-20 9:33,35.45692,129.35799,269.65,1.385,75,2.3
2023-12-20 9:34,35.45629667,129.3578283,210.5,2.32,105.95,3
2023-12-20 9:35,35.45566667,129.3583883,145.65,2.6265,166.45,1.4
2023-12-20 9:36,35.454775,129.359445,134.35,4.055,242.4,1
2023-12-20 9:37,35.45344167,129.3615033,128.45,7.393,318.5,0.95
2023-12-20 9:38,35.45198167,129.3644233,120.2,10.0435,310.25,5.15
2023-12-20 9:39,35.45061833,129.36766,115.5,10.7205,311.55,4.8
2023-12-20 9:40,35.44949833,129.37107,112.15,10.8525,324.2,4.7
2023-12-20 9:41,35.44853667,129.3745517,108.2,10.8385,334.6,5.6
2023-12-20 9:42,35.44751,129.377995,108.7,10.7925,310.75,7.2
2023-12-20 9:43,35.44642333,129.381445,108.4,10.8685,314.1,5.45
2023-12-20 9:44,35.44543667,129.3849333,107.25,10.891,335.8,5.05
2023-12-20 9:45,35.44474333,129.388735,99.85,11.468,329.4,5.1
2023-12-20 9:46,35.443645,129.392645,108.6,12.244,267,6.1
2023-12-20 9:47,35.44206833,129.3965083,114.35,12.699,250.3,3.75
2023-12-20 9:48,35.43974167,129.3996333,132.65,12.676,198.35,2.5
2023-12-20 9:49,35.43647167,129.4012167,157.8,12.571,110.95,0.45
2023-12-20 9:50,35.43311167,129.402815,157.5,12.943,104.4,1.95
2023-12-20 9:51,35.42973333,129.4044283,157.35,13.027,104.15,1.3
2023-12-20 9:52,35.42634833,129.4060433,157.4,13.054,133.4,1.6
2023-12-20 9:53,35.42296,129.407655,157.85,13.0605,227.4,0.2
2023-12-20 9:54,35.41953667,129.4091033,161.35,13.0245,116.1,1.85
2023-12-20 9:55,35.41605333,129.4102617,164.2,12.9545,113.2,1.8
2023-12-20 9:56,35.41259667,129.41141,164.4,12.867,90.25,1.4
2023-12-20 9:57,35.40913333,129.412535,164.5,12.8695,97.95,1.55
2023-12-20 9:58,35.40570167,129.413745,163.6,12.8605,74.85,2.1
2023-12-20 9:59,35.402515,129.4156183,151.5,12.7115,38.45,2.6
2023-12-20 10:00,35.399695,129.4180417,148,12.705,24.8,1.9
2023-12-20 10:01,35.39842333,129.421785,109.1,11.9405,305.8,3.45
2023-12-20 10:02,35.397215,129.4257617,109,12.539,291.85,3
2023-12-20 10:03,35.395985,129.4297717,109.1,12.6805,278.1,5.1
2023-12-20 10:04,35.39473833,129.4337983,108.8,12.7315,278.3,4.1
2023-12-20 10:05,35.39276833,129.43735,125.3,12.6715,275.25,3.1
2023-12-20 10:06,35.39064167,129.4408,124.85,12.7665,250.2,3.4
2023-12-20 10:07,35.38853833,129.4443033,124.65,12.83,233.95,1.95
2023-12-20 10:08,35.38640667,129.4477917,125,12.861,248.15,1.35
2023-12-20 10:09,35.38427167,129.4512767,124.9,12.8425,207.55,1.8
2023-12-20 10:10,35.38214833,129.45476,124.75,12.847,227.7,0.7
2023-12-20 10:11,35.38120667,129.4586267,99.2,12.1405,274.3,4.25
2023-12-20 10:12,35.38113667,129.4628933,89.7,12.394,267,4.3
2023-12-20 10:13,35.38108667,129.4671117,89.8,12.523,266.15,4.2
2023-12-20 10:14,35.38204167,129.47057,67.85,11.2945,312.3,8
2023-12-20 10:15,35.38464,129.4721267,20.25,10.355,333.95,10.2
2023-12-20 10:16,35.38754667,129.473475,19.8,11.1275,332.55,10.1
2023-12-20 10:17,35.39045667,129.4748317,19.95,11.2535,323.7,11.85
2023-12-20 10:18,35.39329333,129.4761633,20.05,10.961,318.6,12
2023-12-20 10:19,35.39608333,129.4774633,20.1,10.76,320.15,11.2
2023-12-20 10:20,35.39887833,129.4787817,20.35,10.7605,317,10
2023-12-20 10:21,35.40167667,129.4801517,20.55,10.869,329.9,12.7
2023-12-20 10:22,35.40445333,129.481545,20.3,10.82,322.95,12.45
2023-12-20 10:23,35.40722333,129.4829183,20.1,10.738,330.25,10.2
2023-12-20 10:24,35.41000667,129.4843067,20.3,10.8215,325.65,10.7
2023-12-20 10:25,35.412805,129.48573,20.2,10.8935,320.65,10.7
2023-12-20 10:26,35.415585,129.487155,20.5,10.8585,333.55,11.5
2023-12-20 10:27,35.41825333,129.4885117,20.2,10.762,339,9.5
2023-12-20 10:28,35.42101167,129.4899967,20.4,10.8085,322.5,12.1
2023-12-20 10:29,35.42377333,129.4914533,20.2,10.838,328.5,11
2023-12-20 10:30,35.42656,129.49288,20.2,10.8545,335,9.1
2023-12-20 10:31,35.42934333,129.4943183,20.4,10.9015,333.25,9.1
2023-12-20 10:32,35.432115,129.4957817,20.3,10.873,327.15,10.5
2023-12-20 10:33,35.43487833,129.4972717,20.2,10.8675,305.7,11.5
2023-12-20 10:34,35.43765667,129.4986483,20.1,10.751,324.1,10.2
2023-12-20 10:35,35.44040667,129.5000367,20.7,10.72,322.3,10.45
2023-12-20 10:36,35.44314167,129.50143,20.4,10.665,332.85,13.15
2023-12-20 10:37,35.44586833,129.502775,20.2,10.602,333.15,11.8
2023-12-20 10:38,35.44858667,129.5041617,20.45,10.6135,328.45,12.95
2023-12-20 10:39,35.451335,129.50555,20.05,10.6805,325.7,11.8
2023-12-20 10:40,35.454095,129.506925,20.25,10.717,332.9,11.8
2023-12-20 10:41,35.45690167,129.5083083,20.4,10.9085,334.25,11.85
2023-12-20 10:42,35.45974333,129.5097317,20.3,11.0605,330.4,11.8
2023-12-20 10:43,35.46257833,129.51117,20.2,11.0465,318.3,12.6
2023-12-20 10:44,35.46543833,129.5126233,20.4,11.15,318.1,12.9
2023-12-20 10:45,35.46830667,129.51405,20.35,11.1445,321.4,10.5
2023-12-20 10:46,35.471185,129.515435,20.4,11.151,338.25,11.8
2023-12-20 10:47,35.47405167,129.5168217,20.3,11.0855,335.95,11.5
2023-12-20 10:48,35.47688167,129.518195,20.4,10.9645,344.45,14.05
2023-12-20 10:49,35.47969667,129.5195983,20.6,10.9675,334.5,14.05
2023-12-20 10:50,35.48252833,129.5210283,20.1,11.022,326.7,14
2023-12-20 10:51,35.485385,129.52243,20.25,10.8955,341.3,15
2023-12-20 10:52,35.48818833,129.5238,20.35,10.879,346,14.8
2023-12-20 10:53,35.49100333,129.5251817,20.45,10.9125,342.85,13.55
2023-12-20 10:54,35.493835,129.526595,20.3,11.019,328.65,12.8
2023-12-20 10:55,35.49666333,129.5280217,20.2,11.037,331.75,15.2
2023-12-20 10:56,35.4995,129.5294183,20.1,11.012,332.5,13.4
2023-12-20 10:57,35.50235167,129.5308517,20.3,11.1075,329.45,13.65
2023-12-20 10:58,35.505215,129.5322767,20.2,11.132,328.6,12.8
2023-12-20 10:59,35.50805833,129.5337367,20.3,11.1225,327.6,14.8
2023-12-20 11:00,35.510915,129.5351533,20.15,11.1025,325.9,12.5
2023-12-20 11:01,35.51376833,129.5366217,20.35,11.146,323.95,14
2023-12-20 11:02,35.51665167,129.538105,20.2,11.2495,314.25,14.6
2023-12-20 11:03,35.519505,129.5396033,20.65,11.2295,316,13.8
2023-12-20 11:04,35.52241667,129.5410233,19.4,11.222,304.25,12.1
2023-12-20 11:05,35.5253,129.54249,20.1,11.2955,294.5,12.7
2023-12-20 11:06,35.52825667,129.5439283,19.85,11.376,292.25,10
2023-12-20 11:07,35.53115333,129.5454183,20.3,11.3365,310.15,11.05
2023-12-20 11:08,35.53405167,129.5468783,20.25,11.3065,330.4,10.1
2023-12-20 11:09,35.53695167,129.54833,20.3,11.293,331.1,8.8
2023-12-20 11:10,35.53984,129.5498183,20.4,11.305,321.45,11.7
2023-12-20 11:11,35.542695,129.5513267,20.25,11.211,328.1,12.6
2023-12-20 11:12,35.54554,129.552835,20.2,11.1905,326.55,11.2
2023-12-20 11:13,35.54839833,129.5543317,20.1,11.2025,331.4,10.9
2023-12-20 11:14,35.55121333,129.5558317,20.2,11.0885,332.8,13.5
2023-12-20 11:15,35.554005,129.55729,20.15,10.9325,337.2,12.7
2023-12-20 11:16,35.55677333,129.55875,20.15,10.8885,330,13.35
2023-12-20 11:17,35.559545,129.56014,20.2,10.7725,326.3,12.9
2023-12-20 11:18,35.56235,129.5614783,20.2,10.835,338.6,11.95
2023-12-20 11:19,35.565165,129.5628533,20.5,10.9195,334.05,12.4
2023-12-20 11:20,35.56798,129.5642383,20.1,10.969,338.75,14.65
2023-12-20 11:21,35.57078667,129.565585,20.2,10.8385,337.3,13.4
2023-12-20 11:22,35.573585,129.5669417,20.1,10.8435,335,14.5
2023-12-20 11:23,35.57639,129.56827,20.2,10.852,340,12.3
2023-12-20 11:24,35.57922667,129.5696033,20.4,10.9495,331.5,12
2023-12-20 11:25,35.58205,129.5709767,20.1,10.9525,328.55,13.4
2023-12-20 11:26,35.58489333,129.5723233,20.1,10.976,330.4,13.5
2023-12-20 11:27,35.587715,129.5736883,20.05,10.9345,331.35,13.6
2023-12-20 11:28,35.590545,129.5750133,20.1,10.891,336.05,14.25
2023-12-20 11:29,35.59336167,129.576395,20.3,10.938,329.3,14
2023-12-20 11:30,35.59624333,129.577765,20.15,10.9475,333.4,14.2
2023-12-20 11:31,35.59905667,129.5788983,17,10.8355,337.5,13.85
2023-12-20 11:32,35.60199333,129.57999,15.1,10.867,335.55,14.8
2023-12-20 11:33,35.60488333,129.58119,16.9,11.0085,331.1,13.25
2023-12-20 11:34,35.607725,129.5825383,20.15,11.011,336.9,14.05
2023-12-20 11:35,35.61058,129.5839333,20.2,11.0485,317.7,12.6
2023-12-20 11:36,35.613465,129.5853467,19.75,11.186,313,13.05
2023-12-20 11:37,35.616355,129.5867383,19.7,11.206,324.95,12.9
2023-12-20 11:38,35.61922667,129.5881017,20,11.1075,333.8,14.05
2023-12-20 11:39,35.62208,129.5894583,19.9,11.0675,337.75,13.6
2023-12-20 11:40,35.62495167,129.59086,20.1,11.1465,329.4,14.5
2023-12-20 11:41,35.627825,129.5922533,19.9,11.1345,326.65,12.35
2023-12-20 11:42,35.630755,129.5935517,20.1,11.2825,336.8,13.15
2023-12-20 11:43,35.63334667,129.592595,330.6,10.446,343.6,14.2
2023-12-20 11:44,35.63399,129.5893283,282.8,10.2365,23.85,15.6
2023-12-20 11:45,35.63228167,129.5870333,222.65,9.6125,54.5,10.25
2023-12-20 11:46,35.63019333,129.5860367,201.65,8.2035,92.6,4.9
2023-12-20 11:47,35.62835667,129.585265,200.95,7.034,71.9,4.8
2023-12-20 11:48,35.62667333,129.58453,202,6.456,82.95,5.65
2023-12-20 11:49,35.62505,129.5838067,201.6,6.227,84.1,4.05
2023-12-20 11:50,35.62342833,129.5834567,188.3,5.9345,100.4,5.4
2023-12-20 11:51,35.6218,129.5831517,189.15,5.951,100.2,5.65
2023-12-20 11:52,35.620235,129.582495,199.9,5.9665,100.9,3.65
2023-12-20 11:53,35.61865833,129.58178,201.7,6.0675,101.35,6.25
2023-12-20 11:54,35.61706333,129.58106,202.5,6.1255,94.95,5
2023-12-20 11:55,35.61544333,129.5803683,201.6,6.162,98.95,7
2023-12-20 11:56,35.613835,129.5796317,202.1,6.1825,103.7,1.7
2023-12-20 11:57,35.61221333,129.5789517,200.9,6.1765,103.2,4.85
2023-12-20 11:58,35.610555,129.578525,192.4,6.1065,99.75,3.05
2023-12-20 11:59,35.608865,129.5782367,189.8,6.1385,102.3,4.8
2023-12-20 12:00,35.60724333,129.57767,201.3,6.0705,85.65,3.05
2023-12-20 12:01,35.60563,129.5770283,202,6.083,82.85,4.5
2023-12-20 12:02,35.604005,129.57636,201.7,6.1635,99.3,5.6
2023-12-20 12:03,35.602375,129.5756817,203.2,6.216,100.15,5.95
